fix_identifier,state,description
MCJEF,NEBRASKA,AKO*D*081.00/54.20 GLD*C*329.00 40-05-11.6700N 102-00-20.4700W
MCKAN,NEW JERSEY,39-57-10.8700N 075-08-07.1600W
MCKEN,WASHINGTON,SEA*C*178.00/35.62 OLM*C*094.97/15.28 46-52-03.7000N 122-33-45.4200W
MCKEY,CALIFORNIA,BSR*C*130.73/49.93 MQO*C*295.15/21.06 35-28-59.1400N 121-04-59.3000W
MCKIN,ALASKA,63-20-36.0600N 150-35-44.2400W
MCKLS,GEORGIA,33-35-02.5800N 083-49-39.1400W
MCKOY,,41-59-26.1400N 083-06-30.8600W
MCKVR,INDIANA,38-06-33.3300N 086-40-33.4700W
MCKYE,CALIFORNIA,33-45-49.5900N 117-37-31.9800W
MCLAN,OKLAHOMA,PWA*D*355.99/5.26 35-37-13.7100N 097-38-22.9000W
MCLAW,FLORIDA,24-33-49.0000N 081-01-00.0000W
MCLEN,ILLINOIS,PNT*D*213.67/31.04 PIA*C*114.60/34.19 40-24-18.9800N 089-08-16.5500W
MCLUR,OHIO,41-19-15.8800N 084-01-30.6000W
MCMAN,PENNSYLVANIA,HAR*C*321.41/30.52 RAV*C*287.82/44.68 40-38-16.1100N 077-34-14.3100W
MCMIN,TENNESSEE,35-41-13.3500N 085-37-14.7600W
MCMLN,ILLINOIS,41-59-15.6800N 087-54-17.3500W
MCMUL,COLORADO,39-44-17.0800N 104-48-36.9900W
MCNAB,MARYLAND,38-33-06.1300N 076-50-27.6900W
MCNEL,LOUISIANA,32-43-17.4700N 092-43-35.1600W
MCOMB,MICHIGAN,DWC*LD*035.71/24.00 42-35-03.4400N 083-05-17.2500W
MCONL,MINNESOTA,MSP*D*232.27/32.00 FOW*D*316.41 44-35-00.3300N 093-50-32.2600W
MCOOL,OFFSHORE GULF,29-15-41.8600N 093-40-31.1300W
MCOOP,OFFSHORE ATLANTIC,24-16-14.6400N 067-44-38.7500W
MCORD,NEVADA,40-12-00.0000N 118-01-00.0000W
MCOVY,CALIFORNIA,37-21-19.8100N 122-00-48.9400W
MCQIN,MINNESOTA,43-30-25.3300N 094-48-44.9700W
MCQUE,MARYLAND,39-25-29.3000N 077-30-14.0700W
MCQWN,CALIFORNIA,34-03-22.4200N 115-01-08.2600W
MCRAE,MISSOURI,39-22-14.3700N 094-34-52.5000W
MCRAY,MARYLAND,BAL*C*302.90/60.00 39-32-17.6900N 077-51-38.0700W
MCRIK,MICHIGAN,43-27-37.0200N 082-34-59.2000W
MCRMK,TENNESSEE,35-59-49.2500N 086-36-20.3800W
MCVEY,TENNESSEE,MEM*C* /14.84 OOI*LS*359.99 35-15-46.0100N 089-59-31.3600W
MCVIK,KENTUCKY,36-31-35.0200N 089-00-52.7200W
MDANO,TEXAS,34-19-39.9200N 099-34-36.8300W
MDBAY,CALIFORNIA,37-41-05.1900N 122-18-12.9800W
MDBOG,FLORIDA,29-06-22.8000N 081-18-50.5100W
MDBUG,GUAM,UNZ*C*054.25/30.00 13-43-59.4900N 145-09-37.5300E
MDCDB,GEORGIA,33-41-23.8900N 084-41-00.8300W
MDDIE,MICHIGAN,41-54-26.0800N 083-25-23.6300W
MDFLT,UTAH,HIF*T*287.68/12.88 OGD*C*256.00/5.00 41-13-47.5000N 112-12-30.3000W
MDINA,OKLAHOMA,TUL*C*327.55/11.69 TJY*LS*N CRS 36-22-25.9900N 095-53-16.6900W
MDISN,MONTANA,45-37-20.6200N 111-40-41.6100W
MDLER,CALIFORNIA,34-09-49.8000N 115-41-22.0400W
MDNYT,CALIFORNIA,33-59-09.1200N 117-53-22.5500W
MDOGG,NEW JERSEY,39-33-14.2300N 075-19-52.8000W
MDONA,FLORIDA,25-52-31.5400N 080-17-24.9100W
MDOTS,CALIFORNIA,34-39-06.2600N 119-14-33.3500W
MDOWS,NEVADA,39-47-03.4100N 119-07-41.9600W
MDSON,CONNECTICUT,41-18-49.8500N 072-41-31.8400W
MDSUN,NEBRASKA,41-37-33.5300N 098-27-00.5500W
MDTWN,GEORGIA,34-49-50.6100N 085-26-09.4600W
MDUSA,FLORIDA,28-57-09.1400N 081-24-46.4400W
MDWAY,CALIFORNIA,34-58-30.5000N 119-03-49.9800W
MEACH,ILLINOIS,41-50-20.2600N 088-39-35.4200W
MEADE,ALASKA,BRW*D*197.99/40.00 70-41-04.9400N 157-43-46.2400W
MEADI,PENNSYLVANIA,FKL*V*328.89 GKJ*LC*069.23 41-40-31.3500N 080-05-45.3000W
MEADS,NEVADA,LAS*C*066.00/32.87 BLD*C*045.82/20.70 MMM*C*180.00/37.74 36-09-49.2300N 114-29-29.6200W
MEADY,NEW JERSEY,VCN*D*131.75 ACY*C*228.00/5.45 39-23-03.1500N 074-38-54.4000W
MEAGN,FLORIDA,26-14-17.2000N 080-47-23.6400W
MEALS,NEW YORK,JFK*D* /5.04 DPK*D*246.45 MOH*LS*133.76 40-35-10.3500N 073-40-47.2500W
MEALT,ALASKA,64-35-09.8400N 161-25-45.3000W
MEALY,INDIANA,38-08-54.7800N 086-51-49.1700W
MEANA,CALIFORNIA,33-53-38.5100N 118-32-56.6400W
MEANN,TENNESSEE,36-04-23.7700N 086-43-53.9900W
MEANT,CALIFORNIA,POM*C*033.20/10.06 PDZ*C*327.00 34-11-25.0400N 117-38-10.8500W
MEANY,MASSACHUSETTS,CEF*T*040.00/6.60 42-17-47.1500N 072-27-40.8100W
MEARZ,INDIANA,VHP*C*013.00/11.00 BVT*C*132.83 39-59-33.8700N 086-18-35.1300W
MEAST,WYOMING,43-57-15.9000N 110-34-02.9100W
MEATA,ALABAMA,OKW*C*086.25 EKY*LD*229.81/6.24 33-15-09.0100N 087-00-39.4600W
MEATS,PENNSYLVANIA,FJC*C*321.76 CFB*D*193.34/55.60 LVZ*C*274.21 41-13-54.9500N 076-12-28.8000W
MEATT,NORTH CAROLINA,35-33-48.6500N 080-33-55.9600W
MEATY,NORTH CAROLINA,GSO*C*018.00/20.00 36-22-05.1000N 079-52-10.3800W
MEATZ,NEW YORK,40-49-28.3500N 073-56-02.3700W
MEBAE,IOWA,43-01-27.3800N 091-39-57.8500W
MEBDE,ARIZONA,35-18-13.0100N 114-34-14.0800W
MEBEE,TENNESSEE,35-00-03.3600N 089-51-34.1200W
MEBGY,MINNESOTA,GPZ*D*198.57/7.00 47-03-27.1300N 093-33-34.2200W
MEBIE,KANSAS,37-06-02.2100N 094-45-08.3800W
MEBLE,FLORIDA,NRB*T*183.00/4.50 30-18-48.7500N 081-25-06.7500W
MEBNE,COLORADO,HBU*D*013.57 GUC*LD*241.55/4.21 38-31-15.9200N 106-59-38.2800W
MEBRE,OKLAHOMA,END*C*359.00/10.00 36-30-41.2600N 097-54-14.1500W
MEBSE,WEST VIRGINIA,40-36-23.2300N 080-33-57.9800W
MECAM,KANSAS,TKO*C*152.53/9.00 39-39-47.5100N 098-12-06.2100W
MECAN,OHIO,APE*C*271.05/42.52 ROD*C*121.00/27.41 40-05-10.2500N 083-30-29.6000W
MECCA,CALIFORNIA,TRM*C*135.99/6.40 33-32-11.4700N 116-05-40.1100W
MECEJ,MASSACHUSETTS,41-46-09.5200N 070-07-01.1900W
MECHL,TEXAS,33-01-13.0000N 096-59-51.0000W
MECHS,VIRGINIA,RIC*C*351.00/11.01 37-40-37.4000N 077-23-30.1100W
MECNU,MINNESOTA,YQT*D*237.25/27.93 47-58-26.6800N 089-59-33.6600W
MEDAC,FLORIDA,24-29-46.5000N 081-44-32.7600W
MEDAG,ARIZONA,36-35-53.6500N 110-11-06.7400W
MEDAN,ILLINOIS,EON*C*279.00/22.75 JOT*D*171.06/12.41 41-20-27.5100N 088-17-06.8300W
MEDAV,NEW YORK,43-29-19.0000N 078-45-46.0000W
MEDBE,NEVADA,40-43-05.7700N 114-22-51.5300W
MEDDI,CALIFORNIA,33-06-39.4200N 116-40-43.5400W
MEDDY,FLORIDA,PIE*C*009.00/12.00 28-06-18.9400N 082-38-42.1700W
MEDEA,IDAHO,PIH*D*209.00 BYI*D*091.00/28.00 42-25-25.6800N 113-16-26.4900W
MEDFD,OKLAHOMA,END*C*010.00/29.00 36-48-44.5000N 097-45-45.2100W
MEDGE,CALIFORNIA,34-56-26.5700N 118-21-00.5200W
MEDIC,TEXAS,UYO*LD*266.95/18.04 29-58-36.7100N 095-40-59.7700W
MEDIE,KENTUCKY,37-24-40.3700N 087-18-39.8200W
MEDII,VIRGINIA,39-04-16.4300N 078-17-07.3700W
MEDIN,TEXAS,SAT*C*285.14/24.92 STV*C*195.00 29-48-24.9100N 098-54-01.0900W
MEDKO,OFFSHORE ATLANTIC,21-13-12.0000N 074-26-37.0000W
MEDLE,ILLINOIS,40-17-35.1800N 087-53-32.6700W
MEDLI,FLORIDA,25-10-53.4000N 078-34-29.6100W
MEDLL,KANSAS,END*C*355.00/46.00 37-06-45.5500N 097-55-06.0200W
MEDLY,TEXAS,ABI*C*121.30 TQA*D*082.13/15.00 32-13-33.9500N 099-31-20.1800W
MEDNE,WASHINGTON,SKA*T* /14.00 SKA*LG*050.70*NE CRS 47-42-16.1100N 117-20-47.1100W
MEDOC,NEBRASKA,40-20-04.6100N 098-53-20.9400W
MEDOW,GEORGIA,RMG*C*098.86/12.00 34-07-40.9100N 084-52-55.4100W
MEDPE,NEW JERSEY,NEL*T*070.00/3.70 40-04-07.4500N 074-17-03.4500W
MEDRE,INDIANA,39-46-59.9500N 086-10-26.8500W
MEDRS,WISCONSIN,43-05-19.4900N 088-00-10.8500W
MEDSE,OKLAHOMA,SHP*T*335.00/9.00 34-07-25.9300N 098-32-58.0600W
MEDUW,NEVADA,36-06-53.3500N 115-08-51.9100W
MEEAD,NEVADA,41-02-38.7500N 119-19-29.6200W
MEEAH,WASHINGTON,48-00-14.2100N 122-16-52.8400W
MEEAT,OHIO,41-12-06.6900N 081-43-57.3600W
MEECH,SOUTH CAROLINA,32-29-05.4500N 080-24-29.1100W
MEEDS,MISSOURI,37-05-44.2100N 093-21-13.3200W
MEEGL,PUERTO RICO,18-29-19.6400N 067-10-15.6900W
MEEGO,VIRGINIA,38-09-30.8100N 077-32-06.5600W
MEEKE,FLORIDA,28-52-05.0300N 082-40-57.7400W
MEEKR,INDIANA,FLM*D*324.15/59.87 39-24-48.1000N 085-08-08.2400W
MEEKS,OHIO,40-36-33.5200N 083-14-53.0200W
MEEMS,MAINE,44-40-16.3900N 067-44-28.2500W
MEENE,INDIANA,40-54-33.1300N 085-43-33.6600W
MEEOW,ARKANSAS,ELD*D*321.71 LIT*C*247.46/70.00 34-19-05.1400N 093-31-24.9400W
MEERZ,TEXAS,32-55-41.7300N 096-56-18.8000W
MEETA,TENNESSEE,35-08-27.6400N 085-14-23.0200W
MEETL,CALIFORNIA,35-57-07.4000N 120-33-32.5000W
MEETS,ILLINOIS,42-09-28.7600N 089-12-48.2900W
MEETT,CALIFORNIA,34-19-02.8300N 118-18-48.1300W
MEEUP,NEVADA,36-04-21.5300N 115-17-54.5600W
MEEYA,TEXAS,27-32-21.7400N 099-08-41.5100W
MEFIH,VIRGINIA,37-01-46.2900N 079-12-11.4100W
MEFKE,NEVADA,LLC*C*333.16/3.00 40-10-27.8700N 118-35-23.5000W
MEFRA,ALASKA,MCG*C*038.57/22.00 63-08-43.5600N 154-55-45.5900W
MEGBE,TEXAS,30-17-32.0000N 104-45-21.0000W
MEGEE,SOUTH CAROLINA,CHS*C*300.08/10.00 32-57-53.9300N 080-13-02.0100W
MEGGA,TEXAS,SPS*C*193.96/25.00 33-36-20.3500N 098-47-45.8500W
MEGGE,OHIO,39-02-44.5300N 082-51-27.0400W
MEGGG,OFFSHORE ATLANTIC,28-21-40.0800N 067-31-42.6800W
MEGGN,GEORGIA,33-39-43.4900N 083-37-02.9800W
MEGGS,MARYLAND,39-02-07.8800N 077-05-55.8600W
MEGGY,MISSISSIPPI,30-55-58.8300N 089-10-59.1600W
MEGGZ,INDIANA,GSH*C*269.76/16.58 41-31-24.2800N 086-23-44.6500W
MEGIC,GEORGIA,33-40-55.3500N 083-31-44.0700W
MEGLE,HAWAII,21-27-04.8900N 157-47-48.3800W
MEGNE,OHIO,39-16-18.0300N 084-17-01.4100W
MEGOE,CALIFORNIA,33-58-04.3400N 117-21-14.2100W
MEGPE,FLORIDA,29-31-17.6000N 081-25-22.9100W
MEGRE,ARKANSAS,33-49-39.7100N 091-21-31.5200W
MEGSS,PENNSYLVANIA,FQM*D*118.43/27.07 CFB*D*193.34/58.30 SEG*D*059.92/38.71 LVZ*C*267.89 41-11-13.2800N 076-12-41.0200W
MEGUE,HAWAII,22-07-37.0400N 159-16-20.5400W
MEGVA,WASHINGTON,48-50-43.2500N 117-47-58.5600W
MEGWE,ARIZONA,36-59-50.1300N 112-32-23.8300W
MEGXE,NORTH CAROLINA,PSK*C*191.90/36.00 36-29-24.2200N 080-47-21.7900W
MEGYO,FLORIDA,28-59-34.4600N 081-57-26.2700W
MEHAN,MARYLAND,EMI*C*100.31 BAL*C*015.00/18.79 BQG*LE*323.79/14.32 39-29-01.3300N 076-37-58.9600W
MEHGI,VIRGINIA,39-09-50.8000N 077-35-41.9800W
MEHHO,VIRGINIA,37-12-28.7200N 078-56-44.0800W
MEHIF,OHIO,39-45-48.4500N 080-55-39.9000W
MEHLO,IOWA,41-02-58.9000N 092-27-10.2200W
MEHNE,INDIANA,OQV*LD*228.55/11.84 39-34-51.2900N 086-27-21.9900W
MEHTA,CALIFORNIA,OSI*D*055.97/14.23 SFO*D*100.59 37-27-42.0900N 121-59-47.4900W
MEHUF,OKLAHOMA,35-20-18.2900N 097-38-43.6500W
MEILE,NEBRASKA,BFF*C*141.64/13.67 BFF*LD*125.60/16.44 41-41-17.3000N 103-21-06.4200W
MEILL,OREGON,42-18-39.7100N 122-35-50.6800W
MEITZ,ILLINOIS,PNT*D*003.43/34.44 EON*C*279.00/39.43 41-23-30.8700N 088-38-53.1900W
MEJIL,ALASKA,51-59-55.3100N 176-37-48.3500W
MEJVE,LOUISIANA,31-10-15.3100N 092-25-04.8700W
MEKAE,ALASKA,65-08-06.7600N 147-38-38.5200W
MEKBE,FLORIDA,26-07-23.6200N 081-44-28.0700W
MEKDY,MICHIGAN,43-43-26.3300N 085-23-01.2600W
MEKIE,CALIFORNIA,RIV*T*286.00/1.00 33-54-53.3300N 117-17-32.5800W
MEKLE,OKLAHOMA,35-31-41.8700N 095-31-43.7800W
MEKME,WISCONSIN,47-00-36.1400N 090-38-45.3800W
MEKSE,NORTH DAKOTA,48-53-41.9900N 098-34-40.2800W
MEKTE,OHIO,39-47-05.6500N 084-25-16.0100W
MEKUE,NEW MEXICO,34-55-29.3900N 105-37-35.5200W
MEKVE,TEXAS,MFE*D*028.90/13.00 26-20-42.9800N 098-05-33.4600W
MEKWY,COLORADO,CHE*D*296.13/13.71 40-40-02.0200N 107-32-04.1400W
MELDY,CALIFORNIA,OCN*C*222.00 MZB*C*293.00/29.96 33-05-21.8300N 117-41-37.7800W
MELFA,VIRGINIA,MFV*LE*213.98/5.44 37-34-20.5500N 075-48-02.6700W
MELIA,VIRGINIA,FAK*C*177.00/14.94 BKT*R*062.78 RIC*C*248.15/25.61 37-16-56.3400N 077-46-45.8900W
MELIC,CALIFORNIA,UKI*LE*NW CRS/9.70 39-16-38.9000N 123-14-27.9200W
MELIE,OKLAHOMA,34-53-53.0600N 097-13-20.5700W
MELIS,OHIO,41-23-19.1800N 083-22-21.4000W
MELKE,MISSOURI,38-57-33.7700N 094-06-16.0300W
MELKR,SOUTH CAROLINA,33-37-09.6100N 082-06-46.4500W
MELLA,PUERTO RICO,18-12-00.0000N 068-00-00.0000W
MELLL,MINNESOTA,MVE*D*148.21/20.00 44-40-30.0300N 095-30-05.1100W
MELLO,HAWAII,MKK*C*286.00/51.57 HNL*C*335.00/13.52 21-31-39.9000N 157-59-20.0200W
MELLR,IDAHO,MQG*D*143.67/15.00 46-08-30.0300N 116-46-06.2500W
MELLS,GEORGIA,VXV*C*200.11/59.87 34-56-57.1400N 084-15-06.5900W
MELLZ,FLORIDA,25-09-10.1900N 080-02-24.0700W
MELME,ALASKA,66-44-21.1600N 151-48-28.2000W
MELNM,SOUTH CAROLINA,33-58-11.4400N 082-05-22.2200W
MELNY,NEVADA,39-44-48.0000N 119-40-36.0000W
MELOE,VIRGINIA,38-59-37.2800N 077-19-08.6900W
MELON,,ZQA*D*002.80/29.60 ZBV*C*100.00 25-31-10.3500N 077-28-36.7000W
MELOT,TEXAS,28-55-29.3200N 095-22-00.7500W
MELOW,OKLAHOMA,36-47-22.6100N 101-29-37.6600W
MELOY,TEXAS,NQI*T*112.00/5.70 27-27-26.8000N 097-42-34.6200W
MELRR,MICHIGAN,43-05-20.0500N 084-56-17.9300W
MELTE,TEXAS,33-52-52.9000N 095-30-54.4000W
MELTN,VIRGINIA,37-12-09.2200N 078-34-44.3300W
MELTS,CALIFORNIA,LIN*D*060.00/25.00 38-09-56.1100N 120-29-18.8200W
MELTY,NEW YORK,43-02-51.6600N 076-16-41.3300W
MELUQ,OHIO,40-01-37.2400N 083-13-08.7400W
MELVL,COLORADO,EKR*D*097.30/39.63 DBL*D*322.00/25.00 39-48-50.0900N 107-07-54.1900W
MELVN,COLORADO,40-06-22.3300N 105-02-43.7100W
MELVY,ILLINOIS,38-55-08.5300N 090-30-12.5200W
MELYE,ALABAMA,34-04-44.2700N 086-55-32.4000W
MELZI,ALASKA,56-54-02.4700N 132-54-36.4900W
MELZZ,OHIO,40-18-48.3200N 083-14-49.8700W
MEMAC,MISSOURI,HLV*C*094.62/30.30 39-01-07.1600N 091-29-28.6300W
MEMAE,MASSACHUSETTS,42-34-38.6200N 070-56-09.7200W
MEMAW,ILLINOIS,VZE*LD*092.89/18.97 41-57-56.4600N 087-30-43.4100W
MEMCO,MINNESOTA,44-13-11.4200N 093-54-45.2300W
MEMFS,TENNESSEE,35-00-54.6200N 089-58-58.8700W
MEMIC,VERMONT,44-25-21.6500N 073-09-45.1700W
MEMKE,GUAM,AWD*LD*242.96/14.12 13-23-23.7900N 144-35-39.3700E
MEMMS,NEW YORK,HNK*D*313.06/51.73 42-30-59.7100N 076-18-15.4300W
MEMOE,OHIO,FFO*T*050.00/12.00 39-57-28.4300N 083-52-06.3600W
MEMPE,ARIZONA,EED*C*076.64/16.00 34-45-28.5600N 114-09-02.1000W
MEMRY,ALASKA,61-56-52.3600N 151-19-41.3300W
MEMSE,FLORIDA,30-18-57.8600N 086-16-28.0000W
MEMVE,CALIFORNIA,39-11-22.1900N 123-38-02.1000W
MEMXI,FLORIDA,26-28-05.1400N 081-42-25.9800W
MENAE,ALASKA,58-21-26.3100N 134-51-02.3000W
MENAR,MONTANA,HIA*D*060.00 BZN*D*320.00/13.40 45-59-26.8400N 111-16-31.4500W
MENBE,FLORIDA,HRT*T*003.00/3.30 30-28-59.3900N 086-41-25.0400W
MENDE,WYOMING,43-48-02.6500N 110-29-31.3900W
MENDL,,ZBV*C*159.72/82.04 ZQA*D*249.27/75.52 24-27-09.2200N 078-40-42.1300W
MENDO,CALIFORNIA,MOD*D*139.61 PXN*C*061.42/14.00 36-45-57.6300N 120-29-42.9000W
MENDZ,NEW MEXICO,LRU*LD*127.01/12.32 32-09-19.8200N 106-45-40.4300W
MENEE,MISSISSIPPI,CBM*C*132.00/3.40 33-36-12.7300N 088-23-17.3500W
MENEY,KANSAS,39-08-18.9100N 095-04-43.4100W
MENGE,NEW JERSEY,ARD*D*200.00/15.00 40-00-24.9900N 074-57-50.8100W
MENGY,SOUTH CAROLINA,34-11-44.7000N 079-37-22.0100W
MENIN,IDAHO,BYI*D*338.37/32.91 PIH*D*268.97/57.63 43-07-40.1200N 113-54-47.8500W
MENKE,ALASKA,68-06-06.0200N 162-44-29.5100W
MENKO,,44-46-36.0000N 078-48-12.0000W
MENLE,,05-20-26.8900N 162-55-33.4600E
MENLO,CALIFORNIA,OSI*D*038.00 OAK*D*151.00/16.07 37-27-49.2700N 122-09-13.1700W
MENNA,MISSOURI,TOY*C*290.41 STL*LD*063.83/11.07 38-49-46.6500N 090-10-27.4900W
MENNE,VERMONT,VSF*LE*231.39/6.90 43-15-23.9700N 072-36-12.2800W
MENNY,TENNESSEE,UQU*LD*S CRS/8.80 35-59-43.2200N 086-42-52.2900W
MENPE,NEBRASKA,41-11-42.7300N 098-57-32.7800W
MENRD,WISCONSIN,44-56-23.2100N 091-09-47.6100W
MENRE,MAINE,44-13-53.6500N 070-40-40.6600W
MENSE,CALIFORNIA,ENI*C*021.21/30.00 39-27-04.0700N 122-53-02.2700W
MENTC,LOUISIANA,HRV*C*063.24/10.70 29-55-29.7000N 089-48-59.9800W
MENTY,CALIFORNIA,PDZ*C*060.00/25.00 34-01-31.5500N 117-02-44.7100W
MEOWW,ILLINOIS,OBK*D*197.85 JAV*LD*272.97/6.93 41-59-01.6900N 088-02-31.3400W
MEPEW,VIRGINIA,MRB*C*267.13/17.74 39-20-03.2400N 078-13-25.3500W
MEPIE,KANSAS,GCK*C*353.00/1.21 37-56-21.3800N 100-43-23.8000W
MEPKE,OKLAHOMA,PWA*D*110.00/13.00 35-25-50.0700N 097-24-47.7100W
MEPLE,WYOMING,JAC*D*012.50/13.02 43-49-00.4300N 110-36-09.7200W
MEPME,MISSOURI,40-29-52.9700N 092-20-01.1200W
MEPRE,NORTH CAROLINA,35-32-45.0700N 078-22-22.2200W
MEPTE,NEW YORK,41-19-13.0300N 073-57-05.4000W
MEPVE,CALIFORNIA,NUQ*T*140.28/7.00 37-19-28.6600N 122-00-03.8600W
MEPWE,NEBRASKA,OVR*C*244.59/16.19 41-05-09.5700N 096-04-37.9900W
MEQDI,VERMONT,44-45-58.9100N 072-47-43.9400W
MEQXY,CALIFORNIA,39-13-09.6700N 121-07-42.3800W
MERAM,MISSOURI,STL*C*169.56/18.08 TOY*C*242.00 38-33-46.9900N 090-25-09.6300W
MERAW,PENNSYLVANIA,39-53-43.9200N 079-45-24.2300W
MERBE,ILLINOIS,41-26-59.3900N 090-34-08.8400W
MERCA,MICHIGAN,41-50-31.3200N 083-23-13.1600W
MERCC,ALASKA,64-10-30.0000N 147-33-42.0000W
MERCE,CALIFORNIA,OSS*LD*071.00/16.22 33-58-50.8400N 118-07-05.7600W
MERCS,FLORIDA,MLB*D*267.65/7.75 MLB*LS*W CRS 28-05-43.3600N 080-46-51.5900W
MERCY,PENNSYLVANIA,41-15-57.7900N 080-14-10.1300W
MERDN,MISSISSIPPI,32-22-42.3600N 088-48-14.6600W
MERFE,VIRGINIA,36-56-03.0300N 076-14-02.8100W
MERFF,WASHINGTON,47-02-12.5800N 120-27-28.2500W
MERFI,MICHIGAN,42-27-02.5700N 083-20-16.6600W
MERFY,FLORIDA,NIP*T*206.00/28.00 29-47-42.5100N 081-51-30.5800W
MERGE,TEXAS,MAF*C*356.74/16.66 BGS*C*249.04 32-17-06.2200N 102-08-46.5000W
MERIC,TEXAS,33-11-54.9700N 095-32-32.6600W
MERIE,ALASKA,GKN*D*353.89/34.91 62-43-23.2600N 145-12-30.6900W
MERIK,NEBRASKA,GRI*D*353.30/3.12 GRI*LS*353.30*N CRS 41-02-09.9400N 098-18-51.7200W
MERIL,NORTH CAROLINA,LIB*C*146.64 SDZ*C*020.55/25.00 CLT*D*075.77/78.65 RDU*C*253.14 35-36-47.6700N 079-26-01.9100W
MERIT,CONNECTICUT,HFD*D*252.90 MAD*D*294.62 LGA*D*054.52/48.86 CMK*D*084.92 HTO*C*320.00 41-22-55.0200N 073-08-14.7500W
MERKE,TEXAS,TQA*D*312.00 ABI*C*256.00/9.00 32-28-20.0300N 100-02-05.7400W
MERKK,TEXAS,31-47-57.5000N 094-54-29.4800W
MERKL,COLORADO,DXU*LD*172.51/18.66 39-35-15.0500N 104-41-58.6700W
MERKR,IOWA,40-49-16.0200N 092-08-26.8800W
MERKS,FLORIDA,26-30-01.2900N 081-13-55.4100W
MERKY,ILLINOIS,PNT*D*213.67 PIA*C*101.48/36.20 40-30-59.1600N 089-01-49.7100W
MERLE,IOWA,TNU*D*279.15 EEE*LD*193.60/8.01 41-52-21.3900N 093-40-07.1800W
MERLI,OREGON,OED*C*251.00/15.13 RBG*D*154.08 42-28-44.6800N 123-15-13.3900W
MERLN,NEW YORK,42-42-35.8900N 077-26-09.5400W
MERLO,INDIANA,IND*LD*SW CRS/15.29 39-32-48.8600N 086-31-23.9700W
MERLS,ARKANSAS,35-46-24.5000N 092-50-48.6300W
MERMA,CALIFORNIA,FIM*C*148.00/28.86 LAX*C*246.00/14.18 33-53-44.9100N 118-42-44.4900W
MERNE,SOUTH CAROLINA,32-46-56.4700N 079-56-19.1100W
MEROE,FLORIDA,HST*T*235.61/30.00 HST*LS*235.45 25-09-51.7900N 080-47-56.9900W
MERPE,NORTH CAROLINA,35-26-10.1900N 076-51-33.9700W
MERPH,CALIFORNIA,LIN*D*077.47/30.00 HNW*D*139.67 38-02-01.9200N 120-22-22.5100W
MERRA,FLORIDA,JRT*LD*006.73/15.62 28-13-16.3800N 082-32-00.8300W
MERRI,CALIFORNIA,ENI*C*319.73/16.00 39-17-47.2200N 123-24-55.8700W
MERRL,TENNESSEE,36-26-10.7300N 087-08-45.8300W
MERRY,TEXAS,28-50-27.9500N 096-28-32.1800W
MERSR,NEW JERSEY,ARD*D*057.01/4.99 RBV*C*303.00/16.60 40-18-36.4400N 074-49-40.8400W
MERSY,TENNESSEE,MKL*LD*203.23/6.21 35-30-44.7900N 088-57-31.3600W
MERTE,OKLAHOMA,35-32-07.1300N 097-39-26.8200W
MERTY,FLORIDA,NSE*LD*319.11/12.00 30-51-41.6900N 087-10-11.8500W
MERTZ,COLORADO,38-17-01.6300N 104-38-49.1900W
MERVE,WISCONSIN,44-26-11.8600N 089-48-00.1100W
MERVN,OHIO,40-29-57.9200N 083-47-56.2900W
MERYN,COLORADO,DQQ*LD*352.51/8.07 40-02-00.2300N 104-41-40.1600W
MESAA,COLORADO,39-40-06.3700N 106-47-14.0500W
MESAE,NEVADA,36-26-03.0000N 115-34-18.0000W
MESBE,NEW MEXICO,CVS*T*300.00/12.00 34-30-03.6100N 103-30-56.4700W
MESCA,ARIZONA,TUS*C*106.69/25.00 SSO*C*237.50 ARH*T*325.94/19.93 OLS*D*020.88 DMA*T*116.18/25.69 31-53-38.4600N 110-29-07.9000W
MESDE,TEXAS,32-55-07.8200N 097-22-38.8100W
MESHL,MAINE,ENE*D*124.68 AUG*D*213.00/62.07 BOS*D*048.00 43-19-12.0700N 070-09-48.0300W
MESHY,NORTH CAROLINA,35-15-07.3300N 080-27-56.7700W
MESIE,PENNSYLVANIA,40-21-14.9200N 080-01-36.4100W
MESLE,VIRGINIA,36-56-14.8200N 076-12-37.0900W
MESME,COLORADO,39-31-08.8900N 104-40-02.6300W
MESNE,VIRGINIA,36-54-02.2400N 076-11-38.5700W
MESOE,TENNESSEE,36-16-00.7500N 086-28-39.3100W
MESRE,OHIO,CBP*LD*281.20/7.54 40-00-44.9900N 083-04-27.6900W
MESSA,NEW MEXICO,ABQ*C*233.00/29.00 34-50-44.5100N 107-21-09.9900W
MESSE,ARKANSAS,34-56-49.6200N 092-02-22.0200W
MESSI,ARIZONA,BXK*C*279.20/53.23 33-47-59.3800N 113-48-11.3700W
MESSR,KENTUCKY,37-00-30.4400N 088-50-13.1600W
MESSY,INDIANA,OOM*C*238.06/0.54 39-08-19.8200N 086-37-21.1100W
MESTE,NEW YORK,CFB*D*310.35/17.69 42-18-21.5500N 076-28-45.4500W
MESUE,OHIO,39-52-48.8800N 083-43-45.2900W
MESVE,IOWA,43-06-42.3000N 095-06-08.9100W
MESYU,TEXAS,28-52-05.8000N 100-31-34.2500W
METCF,MICHIGAN,41-56-39.2800N 085-39-26.1000W
